id1,pharmacy1,id2,pharmacy2,distance,duration
5,Pharmacie E,0,Dépôt,4154.5,616.6
5,Pharmacie E,1,Pharmacie A,2975.6,336.1
5,Pharmacie E,2,Pharmacie B,2593.5,310.2
5,Pharmacie E,3,Pharmacie C,2213.1,251.8
5,Pharmacie E,4,Pharmacie D,3711.0,421.5
5,Pharmacie E,5,Pharmacie E,0.0,0.0
5,Pharmacie E,6,Pharmacie F,1462.6,168.5
5,Pharmacie E,7,Pharmacie G,4623.2,561.4
5,Pharmacie E,8,Pharmacie H,1692.1,201.8
5,Pharmacie E,9,Pharmacie I,1218.9,194.3
5,Pharmacie E,10,Pharmacie J,3528.2,406.2
6,Pharmacie F,0,Dépôt,4286.1,653.6
6,Pharmacie F,1,Pharmacie A,1321.1,183.4
6,Pharmacie F,2,Pharmacie B,1687.3,189.0
6,Pharmacie F,3,Pharmacie C,4822.3,616.3
6,Pharmacie F,4,Pharmacie D,3016.3,414.1
6,Pharmacie F,5,Pharmacie E,2239.2,321.6
6,Pharmacie F,6,Pharmacie F,0.0,0.0
6,Pharmacie F,7,Pharmacie G,4181.5,490.4
6,Pharmacie F,8,Pharmacie H,4259.8,478.3
6,Pharmacie F,9,Pharmacie I,2943.0,386.9
6,Pharmacie F,10,Pharmacie J,1826.4,238.4
7,Pharmacie G,0,Dépôt,2694.3,309.9
7,Pharmacie G,1,Pharmacie A,4623.6,661.3
7,Pharmacie G,2,Pharmacie B,1831.7,217.9
7,Pharmacie G,3,Pharmacie C,4435.9,538.5
7,Pharmacie G,4,Pharmacie D,1930.4,249.9
7,Pharmacie G,5,Pharmacie E,4790.2,765.3
7,Pharmacie G,6,Pharmacie F,3950.9,461.8
7,Pharmacie G,7,Pharmacie G,0.0,0.0
7,Pharmacie G,8,Pharmacie H,1314.3,178.0
7,Pharmacie G,9,Pharmacie I,3269.3,407.4
7,Pharmacie G,10,Pharmacie J,1924.9,241.1
8,Pharmacie H,0,Dépôt,4762.7,649.4
8,Pharmacie H,1,Pharmacie A,1726.4,276.5
8,Pharmacie H,2,Pharmacie B,3876.5,563.2
8,Pharmacie H,3,Pharmacie C,2752.3,358.0
8,Pharmacie H,4,Pharmacie D,2708.0,397.9
8,Pharmacie H,5,Pharmacie E,2217.2,303.0
8,Pharmacie H,6,Pharmacie F,1400.2,166.0
8,Pharmacie H,7,Pharmacie G,4297.5,510.2
8,Pharmacie H,8,Pharmacie H,0.0,0.0
8,Pharmacie H,9,Pharmacie I,3638.0,508.9
8,Pharmacie H,10,Pharmacie J,3882.5,441.2
9,Pharmacie I,0,Dépôt,1518.2,182.3
9,Pharmacie I,1,Pharmacie A,1837.8,265.4
9,Pharmacie I,2,Pharmacie B,1391.8,159.9
9,Pharmacie I,3,Pharmacie C,4575.2,740.7
9,Pharmacie I,4,Pharmacie D,4202.9,559.7
9,Pharmacie I,5,Pharmacie E,4164.1,504.3
9,Pharmacie I,6,Pharmacie F,3160.8,388.7
9,Pharmacie I,7,Pharmacie G,4872.9,704.1
9,Pharmacie I,8,Pharmacie H,2200.8,301.9
9,Pharmacie I,9,Pharmacie I,0.0,0.0
9,Pharmacie I,10,Pharmacie J,4834.8,711.2
10,Pharmacie J,0,Dépôt,1933.0,232.6
10,Pharmacie J,1,Pharmacie A,2437.7,289.5
10,Pharmacie J,2,Pharmacie B,2170.5,243.6
10,Pharmacie J,3,Pharmacie C,3279.3,389.7
10,Pharmacie J,4,Pharmacie D,4672.6,610.7
10,Pharmacie J,5,Pharmacie E,3145.1,434.0
10,Pharmacie J,6,Pharmacie F,3612.1,407.3
10,Pharmacie J,7,Pharmacie G,4675.4,570.6
10,Pharmacie J,8,Pharmacie H,3936.8,440.9
10,Pharmacie J,9,Pharmacie I,1260.4,183.0
10,Pharmacie J,10,Pharmacie J,0.0,0.0
